segment_no	gene_ID	chromosome	gene_start	gene_end	start	end	mean_h2az	max_h2az
5832	AT3G44620	3	16193674	16195833	16194702	16195200	0.956480098	1.391729951
5833	AT3G44630	3	16195848	16201225	16199102	16199350	0.949856412	1.356940031
5834	AT3G44635	3	16199123	16200095	16199225	16199350	1.014804343	1.356940031
5835	AT3G44670	3	16216806	16221722	16218152	16220900	0.556157298	1.826650023
5836	AT3G44680	3	16226519	16230009	16226639	16229261	0.462246999	2.21807003
5837	AT3G44690	3	16230685	16234310	16231002	16233450	0.719113223	4.279570103
5838	AT3G44713	3	16260205	16262484	16262040	16262322	0.548132492	1.304749966
5839	AT3G44730	3	16283833	16291128	16286952	16287850	1.160989897	1.774459958
5840	AT3G44740	3	16295853	16297970	16296902	16297000	1.101787508	1.246760011
5841	AT3G44750	3	16297656	16299876	16298702	16298977	0.745423834	0.95303297
5842	AT3G44820	3	16361289	16364750	16361601	16363569	0.887262427	3.287960052
5843	AT3G44850	3	16374243	16377263	16374902	16376307	0.499263858	0.883213997
5844	AT3G44880	3	16383595	16386344	16386002	16386095	1.066685021	1.095810056
5845	AT3G44890	3	16386395	16388723	16387602	16388659	0.934873276	2.022360086
5846	AT3G44910	3	16392064	16394579	16393302	16393500	0.387074992	0.521898985
5847	AT3G44935	3	16409003	16409610	16409066	16409254	0.810525787	1.304749966
5848	AT3G45010	3	16466144	16468989	16468198	16468600	1.114619328	3.235769987
5849	AT3G45020	3	16468961	16470263	16469012	16469200	0.759290993	1.043799996
5850	AT3G45040	3	16472538	16475830	16472902	16474861	0.466712491	1.379299998
5851	AT3G45050	3	16475957	16477524	16476752	16477511	0.746242812	1.565700054
5852	AT3G45090	3	16490442	16495170	16491002	16493805	0.627808264	3.196630001
5853	AT3G45100	3	16504314	16507415	16505227	16506800	0.736517246	2.783459902
5854	AT3G45140	3	16525245	16529352	16526202	16528950	0.902054069	3.04440999
5855	AT3G45170	3	16537538	16538305	16537952	16538202	0.562371497	1.304749966
5856	AT3G45180	3	16538237	16539244	16538354	16538500	0.49521933	0.521898985
5857	AT3G45190	3	16541615	16548367	16542252	16547632	0.355865748	1.118350029
5858	AT3G45240	3	16570478	16573762	16570763	16572858	0.516284422	2.000610113
5859	AT3G45300	3	16621452	16625043	16621628	16624278	0.478087697	1.688500047
5860	AT3G45310	3	16628210	16630570	16629002	16629200	1.080456272	1.345950007
5861	AT3G45330	3	16632261	16634569	16632652	16633300	0.888174855	1.461320043
5862	AT3G45510	3	16690790	16691728	16691302	16691397	0.541971982	0.562044978
5863	AT3G45560	3	16719630	16722674	16719654	16720300	0.282653414	0.854016006
5864	AT3G45590	3	16732540	16733854	16733402	16733650	0.765590608	1.043799996
5865	AT3G45620	3	16745873	16748156	16746702	16748156	0.878234597	3.000920057
5866	AT3G45630	3	16748092	16753843	16748155	16752833	0.341554448	1.435220003
5867	AT3G45640	3	16756571	16758874	16757802	16757900	0.880704492	0.913322985
5868	AT3G45680	3	16770888	16773185	16772902	16773117	0.850696206	1.148180008
5869	AT3G45740	3	16790761	16793540	16791631	16793367	0.568413665	1.957119942
5870	AT3G45750	3	16793515	16798000	16793541	16797300	0.319225489	1.416579962
5871	AT3G45770	3	16805473	16807950	16805802	16806954	0.576452253	2.348550081
5872	AT3G45830	3	16840652	16845580	16841652	16844800	0.478358049	2.957429886
5873	AT3G45850	3	16855500	16861529	16856052	16860650	0.434720391	1.913630009
5874	AT3G45860	3	16863088	16866261	16865702	16865802	0.957356334	1.164950013
5875	AT3G45870	3	16867033	16868926	16867651	16868901	0.494933078	1.304749966
5876	AT3G45880	3	16868914	16871609	16868995	16870500	0.678098649	2.348550081
5877	AT3G45890	3	16871578	16874367	16872902	16874354	1.127560645	7.958960056
5878	AT3G45900	3	16873869	16876083	16874202	16874450	1.07598201	1.696169972
5879	AT3G45920	3	16882182	16883011	16882267	16882338	0.330535993	0.347932994
5880	AT3G45990	3	16900778	16904136	16901021	16903862	0.502675465	2.087599993
5881	AT3G46000	3	16907334	16909119	16907851	16908229	0.447963247	0.695864975
5882	AT3G46040	3	16914525	16915837	16915052	16915556	1.008451451	2.087599993
5883	AT3G46060	3	16917527	16920018	16918406	16919450	0.290477091	0.652374029
5884	AT3G46100	3	16928158	16931053	16928351	16930313	0.665688152	2.870440006
5885	AT3G46120	3	16935921	16939766	16936302	16939550	0.554044826	2.609489918
5886	AT3G46180	3	16953997	16956885	16954902	16956065	0.488742587	1.006520033
5887	AT3G46200	3	16968423	16971321	16970172	16970700	0.63498636	1.826650023
5888	AT3G46210	3	16976631	16978923	16976800	16978274	0.63431892	1.148180008
5889	AT3G46220	3	16979048	16984177	16979821	16983394	0.366107584	1.565700054
5890	AT3G46270	3	17000328	17004344	17000452	17001950	1.104706866	3.653290033
5891	AT3G46290	3	17012500	17015885	17013902	17015421	0.960012266	3.653290033
5892	AT3G46340	3	17026658	17031897	17027002	17027600	0.827790502	2.087599993
5893	AT3G46360	3	17042215	17043500	17042231	17042450	0.533291596	1.010769963
5894	AT3G46440	3	17089013	17092065	17089352	17090864	0.638211451	2.739969969
5895	AT3G46450	3	17092848	17095729	17093452	17094950	0.616358563	2.087599993
5896	AT3G46460	3	17095706	17097465	17096402	17096744	0.687957419	1.217759967
5897	AT3G46480	3	17103173	17105625	17103952	17105150	0.971784414	1.855640054
5898	AT3G46510	3	17123731	17126897	17123991	17125811	0.28203667	1.174270034
5899	AT3G46530	3	17130300	17133462	17131902	17132000	0.950291038	1.239510059
5900	AT3G46580	3	17148232	17149597	17149352	17149582	0.876354992	1.130779982
5901	AT3G46590	3	17152460	17156240	17153902	17155875	0.509814772	1.491140008
5902	AT3G46600	3	17157585	17159965	17159002	17159716	0.97313814	4.43614006
5903	AT3G46610	3	17159763	17162475	17160045	17161600	0.84687893	2.152829885
5904	AT3G46640	3	17183042	17186959	17185052	17185300	0.933204603	1.217759967
5905	AT3G46650	3	17185453	17187821	17186902	17187100	1.069894493	1.304749966
5906	AT3G46660	3	17189264	17191167	17189952	17190972	1.065240712	5.218989849
5907	AT3G46670	3	17192589	17194397	17192642	17194304	0.725154769	2.609489918
5908	AT3G46740	3	17215813	17219411	17216402	17218126	0.480511547	2.522510052
5909	AT3G46790	3	17231681	17234045	17232015	17232850	0.890786292	2.087599993
5910	AT3G46820	3	17241702	17244281	17242020	17243225	0.478050506	1.174270034
5911	AT3G46830	3	17246228	17248823	17247102	17247200	0.371852994	0.475300997
5912	AT3G46840	3	17251011	17254113	17252002	17252150	0.809427003	0.875771999
5913	AT3G46910	3	17278542	17279652	17279152	17279250	0.96697402	1.201840043
5914	AT3G46920	3	17280430	17285048	17280491	17284250	0.675305456	5.610410213
5915	AT3G46930	3	17285565	17288077	17286252	17287900	0.347957475	1.043799996
5916	AT3G46950	3	17289369	17290963	17290502	17290900	0.806637883	1.02749002
5917	AT3G46970	3	17301394	17306633	17302452	17305580	0.616426284	1.913630009
5918	AT3G46980	3	17306599	17310068	17307564	17308961	0.918897448	5.740890026
5919	AT3G46990	3	17311672	17313752	17313452	17313750	0.621139164	1.138689995
5920	AT3G47000	3	17313646	17316639	17313741	17315650	0.688442411	2.696480036
5921	AT3G47040	3	17324102	17327152	17325352	17325550	0.702596001	0.927820027
5922	AT3G47050	3	17327935	17330889	17329502	17329650	0.91655302	0.996352017
5923	AT3G47060	3	17332926	17336966	17333752	17336566	0.622089507	2.783459902
5924	AT3G47080	3	17338102	17340543	17338702	17339000	0.48783049	0.730657995
5925	AT3G47090	3	17341235	17344762	17342252	17344050	1.137349752	5.218989849
5926	AT3G47120	3	17350898	17352853	17350992	17351500	0.942097648	1.333739996
5927	AT3G47150	3	17358591	17359765	17359452	17359711	0.967826679	1.774459958
5928	AT3G47160	3	17359758	17362240	17359887	17361129	0.576401113	1.826650023
5929	AT3G47170	3	17368672	17370494	17369652	17369950	0.710748494	0.985809028
5930	AT3G47350	3	17446818	17450742	17450202	17450464	0.775089175	0.939418018
5931	AT3G47360	3	17450852	17452949	17451812	17452750	0.517014729	0.835038006
5932	AT3G47390	3	17459339	17464865	17460052	17464350	0.936133787	10.32610035
5933	AT3G47400	3	17465510	17468118	17467702	17467841	0.408623993	0.469446987
5934	AT3G47450	3	17483068	17486347	17483652	17484850	0.990490206	2.674730062
5935	AT3G47470	3	17493343	17495033	17493504	17493950	1.04661612	1.50770998
5936	AT3G47550	3	17523367	17525540	17524431	17525287	0.565063368	1.630929947
5937	AT3G47570	3	17527507	17531041	17528602	17528950	0.953501999	1.252560019
5938	AT3G47590	3	17535759	17537580	17536402	17536582	0.733608246	1.130779982
5939	AT3G47640	3	17567126	17569394	17568728	17569082	0.759391241	1.00364995
5940	AT3G47660	3	17570696	17574805	17571252	17574650	1.069463203	5.32336998
5941	AT3G47675	3	17576004	17579578	17577750	17578107	0.199147455	0.521898985
5942	AT3G47680	3	17577398	17579577	17577750	17578107	0.199147455	0.521898985
5943	AT3G47690	3	17581096	17583586	17582252	17583311	0.811270141	1.774459958
5944	AT3G47700	3	17583601	17586707	17583852	17585950	1.01782114	5.740890026
5945	AT3G47730	3	17594060	17599083	17594202	17598056	0.418855787	3.740279913
5946	AT3G47770	3	17617972	17622915	17619052	17619250	0.876364738	1.007799983
5947	AT3G47780	3	17624340	17629285	17625552	17628200	1.07697773	3.392339945
5948	AT3G47790	3	17629530	17633942	17629902	17630200	0.697569311	1.197299957
5949	AT3G47810	3	17637122	17639716	17637302	17638824	0.63474738	2.087599993
5950	AT3G47820	3	17644198	17646268	17645566	17646050	0.573875691	1.192909956
5951	AT3G47833	3	17648495	17650173	17649352	17650116	0.518788494	1.043799996
5952	AT3G47840	3	17651841	17654032	17652952	17653924	1.131013995	3.261869907
5953	AT3G47850	3	17654129	17656013	17654215	17655298	0.702735319	2.174580097
5954	AT3G47870	3	17659680	17661354	17660802	17660900	0.806658	0.815880001
5955	AT3G47890	3	17666927	17673928	17667071	17673000	0.408810683	2.236710072
5956	AT3G47910	3	17674287	17681730	17674549	17680700	0.440102974	4.697090149
5957	AT3G47930	3	17684322	17687661	17685652	17687026	0.431180711	1.043799996
5958	AT3G47960	3	17697942	17700923	17698067	17699000	1.062466371	4.43614006
5959	AT3G47990	3	17713094	17716349	17713502	17715400	0.596679063	3.653290033
5960	AT3G48000	3	17716864	17720169	17717274	17719032	0.91887733	2.609489918
5961	AT3G48030	3	17725410	17728256	17725902	17727129	0.921698599	2.261559963
5962	AT3G48040	3	17731337	17733513	17732357	17733076	0.763530397	2.087599993
5963	AT3G48050	3	17733515	17739870	17733955	17738926	0.443994869	1.826650023
5964	AT3G48060	3	17742989	17748785	17743330	17747550	0.845601385	3.368619919
5965	AT3G48070	3	17750710	17752965	17751902	17752885	0.485398901	1.239510059
5966	AT3G48080	3	17752463	17755190	17752555	17754350	0.823616451	2.713870049
5967	AT3G48090	3	17755329	17758147	17755601	17756138	0.754911447	1.217759967
5968	AT3G48110	3	17762970	17771146	17763902	17770855	0.337226641	1.609189987
5969	AT3G48120	3	17772057	17774739	17773033	17774540	0.396315807	0.869831026
5970	AT3G48140	3	17778282	17779601	17779316	17779365	0.913323998	1.043799996
5971	AT3G48150	3	17779507	17782682	17779661	17781700	0.631649667	1.565700054
5972	AT3G48160	3	17783331	17786160	17784984	17786097	1.060785481	2.261559963
5973	AT3G48170	3	17785854	17790026	17785925	17789344	0.497724822	2.870440006
5974	AT3G48190	3	17801289	17828553	17802302	17828321	0.262558634	2.609489918
5975	AT3G48195	3	17828572	17832759	17828654	17832100	0.383234842	1.565700054
5976	AT3G48200	3	17832770	17837998	17834552	17834750	0.82987076	1.138689995
5977	AT3G48210	3	17849351	17851785	17850302	17851690	0.671834276	2.261559963
5978	AT3G48250	3	17869515	17872032	17869930	17871200	0.912978462	1.478710055
5979	AT3G48320	3	17891134	17892847	17892277	17892781	0.39986782	0.835038006
5980	AT3G48330	3	17892738	17894162	17892747	17893353	0.467055139	1.1329
5981	AT3G48380	3	17916416	17920315	17917202	17919850	0.411827336	1.461320043
5982	AT3G48400	3	17923678	17925589	17924652	17925300	0.947892696	1.696169972
5983	AT3G48425	3	17931705	17934744	17933252	17933850	0.946740324	1.304749966
5984	AT3G48430	3	17935256	17940792	17936466	17940350	0.463932897	2.236710072
5985	AT3G48440	3	17941046	17943855	17942552	17943300	0.692119266	1.333739996
5986	AT3G48470	3	17951626	17956920	17952665	17956833	0.630028546	3.827260017
5987	AT3G48475	3	17954727	17956096	17954785	17956054	0.480255518	1.416579962
5988	AT3G48500	3	17962080	17965723	17963431	17965350	0.983648851	2.087599993
5989	AT3G48540	3	17989798	17992039	17990092	17990800	0.829830666	1.342030048
5990	AT3G48560	3	18001283	18003749	18001602	18002750	0.425873179	1.186130047
5991	AT3G48580	3	18007098	18008535	18008002	18008255	0.321611658	0.521898985
5992	AT3G48680	3	18034935	18037041	18036043	18036856	1.14678382	7.828479767
5993	AT3G48710	3	18040675	18044368	18041780	18044051	0.367686714	0.835038006
5994	AT3G48730	3	18049571	18051778	18050500	18051400	0.537419841	1.217759967
5995	AT3G48750	3	18071454	18074641	18072322	18074022	0.523438579	1.565700054
5996	AT3G48760	3	18075705	18078363	18076563	18078090	1.126357924	7.828479767
5997	AT3G48770	3	18078452	18087414	18081952	18082400	1.167861005	1.826650023
5998	AT3G48790	3	18093267	18095329	18094852	18094987	0.882258664	1.304749966
5999	AT3G48820	3	18099712	18102941	18099917	18102009	0.498150165	1.261260033
6000	AT3G48830	3	18103141	18106460	18104002	18106400	0.657362915	1.565700054
6001	AT3G48860	3	18117237	18122812	18118228	18122655	1.057513495	18.61440086
6002	AT3G48870	3	18122118	18126742	18122418	18125687	0.520726116	1.204380035
6003	AT3G48880	3	18126788	18129251	18127842	18128500	1.043130496	2.783459902
6004	AT3G48890	3	18129452	18131592	18130457	18131305	1.078412608	5.740890026
6005	AT3G48980	3	18155087	18158417	18156852	18158172	1.065474332	2.609489918
6006	AT3G48990	3	18158565	18161486	18159152	18160250	0.800418865	2.087599993
6007	AT3G49000	3	18162560	18165986	18163652	18165647	0.65505032	1.391729951
6008	AT3G49010	3	18166708	18168700	18167152	18167843	0.782187503	1.739660025
6009	AT3G49050	3	18180907	18184048	18181929	18183451	0.671273384	2.087599993
6010	AT3G49060	3	18186898	18192145	18187476	18191129	0.551481948	3.131390095
6011	AT3G49080	3	18194154	18196784	18194412	18195950	0.589467998	1.333739996
6012	AT3G49100	3	18196308	18198492	18197502	18198424	0.623008522	1.696169972
6013	AT3G49140	3	18211863	18215743	18212164	18215000	0.551726976	2.609489918
6014	AT3G49142	3	18215788	18217884	18216402	18217100	0.797105571	2.505110025
6015	AT3G49160	3	18221794	18224905	18222099	18224100	0.614015902	1.565700054
6016	AT3G49170	3	18226827	18229610	18227802	18228800	0.845437099	2.609489918
6017	AT3G49180	3	18229747	18232004	18230559	18231706	0.810667582	3.653290033
6018	AT3G49220	3	18249663	18253911	18252990	18253050	0.861352473	0.879867971
6019	AT3G49250	3	18255960	18260998	18257089	18259750	0.815210648	1.945260048
6020	AT3G49240	3	18255961	18258203	18257089	18257950	0.615462831	1.768659949
6021	AT3G49290	3	18272283	18275442	18273952	18274300	1.073367025	1.204380035
6022	AT3G49310	3	18284787	18288118	18285334	18287336	0.668967729	2.191979885
6023	AT3G49320	3	18288172	18290672	18289202	18289850	0.899334538	1.826650023
6024	AT3G49350	3	18296990	18300189	18297802	18298992	0.326117236	1.565700054
6025	AT3G49390	3	18314006	18318041	18314915	18316857	0.600550525	3.522819996
6026	AT3G49400	3	18319060	18324624	18320002	18323450	0.498914089	1.565700054
6027	AT3G49420	3	18329330	18331431	18330059	18331153	0.870736953	1.87883997
6028	AT3G49430	3	18331509	18335154	18332357	18334550	0.292135121	1.435220003
6029	AT3G49490	3	18344738	18348730	18344970	18347963	0.752163417	4.697090149
6030	AT3G49500	3	18348974	18353673	18350102	18352700	0.905024014	3.653290033
6031	AT3G49510	3	18353891	18355057	18354652	18354996	0.92462085	2.087599993
6032	AT3G49520	3	18359584	18360750	18360152	18360710	0.637313665	1.043799996
6033	AT3G49530	3	18362443	18364959	18362665	18363833	0.626014828	2.435529947
6034	AT3G49590	3	18377409	18380369	18378307	18380140	0.955511243	4.43614006
6035	AT3G49600	3	18380417	18387239	18380761	18386328	0.527144506	5.218989849
6036	AT3G49601	3	18387267	18389571	18387618	18388945	0.523623409	1.162410021
6037	AT3G49630	3	18397725	18400640	18400102	18400560	0.686111395	1.304749966
6038	AT3G49640	3	18400257	18402962	18400357	18402250	0.463036267	1.774459958
6039	AT3G49645	3	18403002	18404987	18403487	18404050	0.500929743	0.894684017
6040	AT3G49650	3	18404842	18409784	18405352	18408692	0.568351492	1.739660025
6041	AT3G49680	3	18422542	18425758	18423515	18425050	0.408619835	0.782848001
6042	AT3G49710	3	18437845	18440010	18438952	18439961	0.674228428	1.565700054
6043	AT3G49720	3	18440003	18442211	18440051	18441494	0.89161972	2.870440006
6044	AT3G49725	3	18442228	18445457	18443102	18443800	0.703876642	1.095989943
6045	AT3G49800	3	18471625	18473771	18471876	18472798	1.018275846	3.235769987
6046	AT3G49810	3	18474305	18477032	18474802	18475397	0.767044256	2.534940004
6047	AT3G49840	3	18484513	18487043	18485564	18486600	0.869743703	1.670079947
6048	AT3G49850	3	18488993	18490997	18490054	18490834	0.860421691	3.073400021
6049	AT3G49870	3	18492274	18494285	18492752	18492900	1.130781998	1.913630009
6050	AT3G49880	3	18496182	18498901	18497202	18498332	0.452558859	1.565700054
6051	AT3G49890	3	18499164	18500722	18499836	18500700	0.935289502	1.565700054
6052	AT3G49900	3	18500575	18502778	18500691	18501250	1.088593096	1.913630009
6053	AT3G49920	3	18505481	18507835	18505920	18506818	0.762591997	2.609489918
6054	AT3G49990	3	18532301	18534415	18532507	18533601	0.554019502	1.141649961
6055	AT3G50000	3	18534450	18537073	18535436	18536699	0.909328263	4.523119926
6056	AT3G50040	3	18549204	18551375	18549802	18550100	1.155218005	1.93848002
6057	AT3G50050	3	18553941	18557460	18554552	18556300	0.713946168	2.385819912
6058	AT3G50080	3	18572624	18574548	18573629	18574200	0.826069926	1.275750041
6059	AT3G50110	3	18580609	18584813	18580782	18583300	0.551992902	1.565700054
6060	AT3G50120	3	18585000	18587352	18585602	18585800	0.749806002	0.806571007
6061	AT3G50210	3	18614112	18616489	18614464	18615496	0.597282286	1.115779996
6062	AT3G50240	3	18623254	18628914	18624752	18627600	1.162300527	2.77008009
6063	AT3G50360	3	18674137	18675761	18675002	18675347	0.561009404	1.239510059
6064	AT3G50370	3	18675998	18684377	18676535	18683679	0.709038191	4.175189972
6065	AT3G50380	3	18686368	18700710	18686602	18699800	0.385519769	4.43614006
6066	AT3G50420	3	18710871	18713649	18711652	18712753	0.99981601	1.61789
6067	AT3G50430	3	18713676	18717409	18714452	18717405	0.41404501	1.304749966
6068	AT3G50440	3	18717392	18718396	18717404	18717798	0.556329247	0.869831026
6069	AT3G50470	3	18728935	18730497	18730102	18730474	0.791857757	1.565700054
6070	AT3G50500	3	18741444	18744174	18741451	18743050	0.749692092	3.827260017
